ykgC	gproNOG.ENOG410QMIW.meta_raw
rfbI	gproNOG.ENOG410QSW1.meta_raw
yrbA	gproNOG.ENOG410QVNI.meta_raw
ddlB	gproNOG.ENOG410QKDE.meta_raw
group_2874	gproNOG.ENOG410QRNI.meta_raw
STY1420	gproNOG.ENOG410QSP5.meta_raw
group_2760	gproNOG.ENOG410QPIP.meta_raw
rho	gproNOG.ENOG410QJPU.meta_raw
group_1338	gproNOG.ENOG410QK9X.meta_raw
rhlE	gproNOG.ENOG410QI2F.meta_raw
STY4415	gproNOG.ENOG410R1GG.meta_raw
aslB	gproNOG.ENOG410QJDM.meta_raw
rplO	gproNOG.ENOG410QR4V.meta_raw
yegO	gproNOG.ENOG410QI9F.meta_raw
fabA	gproNOG.ENOG410QKF4.meta_raw
group_1488	gproNOG.ENOG410QMH6.meta_raw
ydfU	gproNOG.ENOG410QKIJ.meta_raw
yggG	gproNOG.ENOG410QIY4.meta_raw
group_1167	gproNOG.ENOG410QP9X.meta_raw
STY2352	gproNOG.ENOG410R3SE.meta_raw
folA	gproNOG.ENOG410QHTU.meta_raw
STY0523	gproNOG.ENOG410QKD1.meta_raw
STY0764	gproNOG.ENOG410QJZ9.meta_raw
sscB	gproNOG.ENOG410QXM0.meta_raw
oppA	gproNOG.ENOG410RAX8.meta_raw
pheT	gproNOG.ENOG410QHWV.meta_raw
STY4525	gproNOG.ENOG410QP7I.meta_raw
yebS	gproNOG.ENOG410QIWE.meta_raw
aroH	gproNOG.ENOG410QHSJ.meta_raw
tesB	gproNOG.ENOG410QJM2.meta_raw
glyQ	gproNOG.ENOG410RAH2.meta_raw
tag	gproNOG.ENOG410QPVF.meta_raw
VG55	gproNOG.ENOG410R21F.meta_raw
dctA	gproNOG.ENOG410QHST.meta_raw
pphB	gproNOG.ENOG410QUG2.meta_raw
nirB	gproNOG.ENOG410RANK.meta_raw
ybgS	gproNOG.ENOG410QSEK.meta_raw
nhaR	gproNOG.ENOG410QITC.meta_raw
nuoN	gproNOG.ENOG410QKJP.meta_raw
group_4836	gproNOG.ENOG410QRPI.meta_raw
ycfD	gproNOG.ENOG410QJ1H.meta_raw
rhaR	gproNOG.ENOG410QKM1.meta_raw
yqjF	gproNOG.ENOG410QQUA.meta_raw
group_4693	gproNOG.ENOG410R7JY.meta_raw
hemH	gproNOG.ENOG410QIKD.meta_raw
group_1493	gproNOG.ENOG410R51C.meta_raw
group_2809	gproNOG.ENOG410QTAJ.meta_raw
group_4135	gproNOG.ENOG410R34U.meta_raw
group_9108	gproNOG.ENOG410QTYU.meta_raw
yrbL	gproNOG.ENOG410QPJG.meta_raw
ybbN	gproNOG.ENOG410QIAV.meta_raw
spr	gproNOG.ENOG410QMFD.meta_raw
STY0303	gproNOG.ENOG410QWUN.meta_raw
group_1288	gproNOG.ENOG410QY7V.meta_raw
dnaE	gproNOG.ENOG410QHQ2.meta_raw
prgI	gproNOG.ENOG410QWNC.meta_raw
mltC	gproNOG.ENOG410QJBX.meta_raw
group_4795	gproNOG.ENOG410QQQE.meta_raw
glpX	gproNOG.ENOG410QHVK.meta_raw
STY2366	gproNOG.ENOG410QSG8.meta_raw
STY0917	gproNOG.ENOG410QPRC.meta_raw
STY1385	gproNOG.ENOG410QIQ5.meta_raw
ycfV	gproNOG.ENOG410QK9F.meta_raw
group_3093	gproNOG.ENOG410QT2X.meta_raw
glnB	gproNOG.ENOG410QS2E.meta_raw
ubiF	gproNOG.ENOG410QI6U.meta_raw
group_751	gproNOG.ENOG410QHUD.meta_raw
group_4225	gproNOG.ENOG410QN3S.meta_raw
group_2205	gproNOG.ENOG410QQFY.meta_raw
eutT	gproNOG.ENOG410QIPV.meta_raw
STY4221	gproNOG.ENOG410R04D.meta_raw
yiaJ	gproNOG.ENOG410QKGG.meta_raw
folC	gproNOG.ENOG410QIGG.meta_raw
dgt	gproNOG.ENOG410QHU9.meta_raw
wecB	gproNOG.ENOG410QJ6K.meta_raw
yjjG	gproNOG.ENOG410QI5A.meta_raw
STY4017	gproNOG.ENOG410QN8P.meta_raw
soxS	gproNOG.ENOG410QRCJ.meta_raw
rbsK	gproNOG.ENOG410QIG5.meta_raw
group_980	gproNOG.ENOG410QMJC.meta_raw
group_6522	gproNOG.ENOG410QJ5P.meta_raw
gatC	gproNOG.ENOG410QM33.meta_raw
ypfI	gproNOG.ENOG410QIII.meta_raw
celA	gproNOG.ENOG410QS6T.meta_raw
rcsF	gproNOG.ENOG410QQ79.meta_raw
tcfB	gproNOG.ENOG410QU0V.meta_raw
rplN	gproNOG.ENOG410QQUT.meta_raw
ydiJ	gproNOG.ENOG410RA6J.meta_raw
STY1226a	gproNOG.ENOG410R422.meta_raw
vgp7	gproNOG.ENOG410R6V0.meta_raw
slyB	gproNOG.ENOG410QQVQ.meta_raw
mioC	gproNOG.ENOG410QU4V.meta_raw
group_3073	gproNOG.ENOG410QSD6.meta_raw
hpaI	gproNOG.ENOG410QIZP.meta_raw
manZ	gproNOG.ENOG410QJKH.meta_raw
STY1293	gproNOG.ENOG410R69F.meta_raw
ppdB	gproNOG.ENOG410QSBY.meta_raw
rimM	gproNOG.ENOG410QI05.meta_raw
hycG	gproNOG.ENOG410RB10.meta_raw
STY2530	gproNOG.ENOG410QJK3.meta_raw
group_831	gproNOG.ENOG410R4DM.meta_raw
group_2847	gproNOG.ENOG410QX7C.meta_raw
group_648	gproNOG.ENOG410QJ9R.meta_raw
STY4595	gproNOG.ENOG410R97Z.meta_raw
STY0095	gproNOG.ENOG410QXRN.meta_raw
mboIB	gproNOG.ENOG410QXA9.meta_raw
mta	gproNOG.ENOG410R6TI.meta_raw
yqfB	gproNOG.ENOG410QUHP.meta_raw
gidB	gproNOG.ENOG410QIGE.meta_raw
tcp	gproNOG.ENOG410QIB8.meta_raw
HCM1.249c	gproNOG.ENOG410QN9E.meta_raw
yifZ	gproNOG.ENOG410QPJC.meta_raw
STY1033	gproNOG.ENOG410R4BK.meta_raw
group_4622	gproNOG.ENOG410QSFY.meta_raw
cutC	gproNOG.ENOG410QHW9.meta_raw
vtaI	gproNOG.ENOG410QTT4.meta_raw
proY	gproNOG.ENOG410QK5S.meta_raw
yojI	gproNOG.ENOG410QHWS.meta_raw
STY2938	gproNOG.ENOG410QJ0M.meta_raw
group_5130	gproNOG.ENOG410QTF5.meta_raw
flgL	gproNOG.ENOG410QJ7C.meta_raw
STY0900	gproNOG.ENOG410QKEV.meta_raw
mdoG	gproNOG.ENOG410QIAE.meta_raw
strA	gproNOG.ENOG410QVEG.meta_raw
group_3032	gproNOG.ENOG410QPD1.meta_raw
rhuM	gproNOG.ENOG410QHT9.meta_raw
leuC	gproNOG.ENOG410QITV.meta_raw
pabC	gproNOG.ENOG410QJSQ.meta_raw
group_1461	gproNOG.ENOG410R3KP.meta_raw
group_3696	gproNOG.ENOG410QSNH.meta_raw
gutB	gproNOG.ENOG410QJ4W.meta_raw
yggB	gproNOG.ENOG410QIRR.meta_raw
ail	gproNOG.ENOG410QQWZ.meta_raw
group_5532	gproNOG.ENOG410QVCP.meta_raw
invE	gproNOG.ENOG410QQ43.meta_raw
potH	gproNOG.ENOG410QID2.meta_raw
sixA	gproNOG.ENOG410QP3T.meta_raw
bfr	gproNOG.ENOG410QQ0K.meta_raw
group_608	gproNOG.ENOG410QM4T.meta_raw
group_92	gproNOG.ENOG410QKZT.meta_raw
hdeB	gproNOG.ENOG410QX5I.meta_raw
group_5546	gproNOG.ENOG410QTHR.meta_raw
lldD	gproNOG.ENOG410QJYU.meta_raw
group_212	gproNOG.ENOG410QUEU.meta_raw
mgtC	gproNOG.ENOG410QNE4.meta_raw
rseB	gproNOG.ENOG410QJJG.meta_raw
ybaV	gproNOG.ENOG410QVRQ.meta_raw
STY0392	gproNOG.ENOG410QICD.meta_raw
yciM	gproNOG.ENOG410QI4I.meta_raw
pduH	gproNOG.ENOG410QT2M.meta_raw
STY4629	gproNOG.ENOG410R4GE.meta_raw
group_6622	gproNOG.ENOG410QHTX.meta_raw
yceB	gproNOG.ENOG410QHT6.meta_raw
ribB	gproNOG.ENOG410QIZ4.meta_raw
group_3386	gproNOG.ENOG410QN7I.meta_raw
fdnG	gproNOG.ENOG410QHV6.meta_raw
group_1062	gproNOG.ENOG410R19I.meta_raw
stkG	gproNOG.ENOG410QXSN.meta_raw
tetA	gproNOG.ENOG410QRUW.meta_raw
group_2937	gproNOG.ENOG410QWCU.meta_raw
yhgI	gproNOG.ENOG410QJJT.meta_raw
ydgA	gproNOG.ENOG410QJVY.meta_raw
hepA	gproNOG.ENOG410QHQK.meta_raw
yeeO	gproNOG.ENOG410QM05.meta_raw
group_4184	gproNOG.ENOG410R8YG.meta_raw
stcA	gproNOG.ENOG410R520.meta_raw
gmhA	gproNOG.ENOG410QM5V.meta_raw
group_2985	gproNOG.ENOG410QTFV.meta_raw
yfcN	gproNOG.ENOG410QJVJ.meta_raw
STY3866	gproNOG.ENOG410QWR5.meta_raw
ybiV(2)	gproNOG.ENOG410QP7W.meta_raw
lepB	gproNOG.ENOG410QHXI.meta_raw
STY4222	gproNOG.ENOG410QKSZ.meta_raw
sdaC	gproNOG.ENOG410QI6Z.meta_raw
STY3804	gproNOG.ENOG410QKT4.meta_raw
eutA	gproNOG.ENOG410QJPF.meta_raw
invF	gproNOG.ENOG410QUG4.meta_raw
gsk	gproNOG.ENOG410QM5Y.meta_raw
ybdN	gproNOG.ENOG410QHR4.meta_raw
stkA	gproNOG.ENOG410QRHU.meta_raw
arcB	gproNOG.ENOG410QHSC.meta_raw
yjeM	gproNOG.ENOG410QMSW.meta_raw
group_4095	gproNOG.ENOG410QJFR.meta_raw
pipB2	gproNOG.ENOG410QW25.meta_raw
group_5172	gproNOG.ENOG410QIKA.meta_raw
yfdQ	gproNOG.ENOG410QKQC.meta_raw
group_36	gproNOG.ENOG410QK6X.meta_raw
trpR	gproNOG.ENOG410QUNN.meta_raw
cirA	gproNOG.ENOG410QIYZ.meta_raw
group_5177	gproNOG.ENOG410QIY7.meta_raw
lgt	gproNOG.ENOG410QHX8.meta_raw
clpV	gproNOG.ENOG410QJPM.meta_raw
parC	gproNOG.ENOG410QII2.meta_raw
yceG	gproNOG.ENOG410QIHU.meta_raw
group_5038	gproNOG.ENOG410QRU9.meta_raw
dgoA	gproNOG.ENOG410QJE9.meta_raw
cafA	gproNOG.ENOG410QHZ9.meta_raw
sdhA	gproNOG.ENOG410QIMQ.meta_raw
group_561	gproNOG.ENOG410QR7I.meta_raw
clpX	gproNOG.ENOG410QHU6.meta_raw
group_2889	gproNOG.ENOG410QTZ6.meta_raw
group_3091	gproNOG.ENOG410QW6Y.meta_raw
zraP	gproNOG.ENOG410QSVG.meta_raw
group_4282	gproNOG.ENOG410QT3Q.meta_raw
STY2471	gproNOG.ENOG410R6Z7.meta_raw
STY0384	gproNOG.ENOG410QJHC.meta_raw
csdA	gproNOG.ENOG410QJ7Z.meta_raw
ydfJ	gproNOG.ENOG410QJ1T.meta_raw
group_3536	gproNOG.ENOG410QHZP.meta_raw
group_2880	gproNOG.ENOG410QUVS.meta_raw
ychN	gproNOG.ENOG410QSIQ.meta_raw
pgsA	gproNOG.ENOG410QHQP.meta_raw
pdhR	gproNOG.ENOG410QJ53.meta_raw
rhtB	gproNOG.ENOG410QN79.meta_raw
safB	gproNOG.ENOG410QRT7.meta_raw
group_5825	gproNOG.ENOG410QTXX.meta_raw
treZ	gproNOG.ENOG410QJSD.meta_raw
etfB	gproNOG.ENOG410QIAU.meta_raw
iacP	gproNOG.ENOG410QTM3.meta_raw
pduA	gproNOG.ENOG410QSIW.meta_raw
ydeW	gproNOG.ENOG410QHZ1.meta_raw
STY1426	gproNOG.ENOG410QRMV.meta_raw
mglA	gproNOG.ENOG410QINM.meta_raw
bioF	gproNOG.ENOG410QID3.meta_raw
garD	gproNOG.ENOG410QJU1.meta_raw
moaD	gproNOG.ENOG410QTQY.meta_raw
yhbN	gproNOG.ENOG410QVUJ.meta_raw
yidQ	gproNOG.ENOG410QSXQ.meta_raw
lpxC	gproNOG.ENOG410QIDI.meta_raw
merC	gproNOG.ENOG410QSX3.meta_raw
wcaK	gproNOG.ENOG410QKGZ.meta_raw
acrF	gproNOG.ENOG410QI9F.meta_raw
fucR	gproNOG.ENOG410QK6P.meta_raw
STY0038	gproNOG.ENOG410QQ08.meta_raw
gabT	gproNOG.ENOG410RB15.meta_raw
ycgB	gproNOG.ENOG410QKTH.meta_raw
mntH	gproNOG.ENOG410QHS1.meta_raw
group_4070	gproNOG.ENOG410QZP4.meta_raw
uvrD	gproNOG.ENOG410QIZY.meta_raw
group_1225	gproNOG.ENOG410QHUW.meta_raw
exo	gproNOG.ENOG410QKRG.meta_raw
gp7	gproNOG.ENOG410QS7C.meta_raw
vtc	gproNOG.ENOG410QK40.meta_raw
yhjV	gproNOG.ENOG410QKZU.meta_raw
group_4233	gproNOG.ENOG410R2FR.meta_raw
ydhA	gproNOG.ENOG410QT59.meta_raw
yiiD	gproNOG.ENOG410QJWH.meta_raw
serC	gproNOG.ENOG410QI02.meta_raw
yjfO	gproNOG.ENOG410QWUG.meta_raw
group_4159	gproNOG.ENOG410QQ47.meta_raw
purK	gproNOG.ENOG410QJCU.meta_raw
yrdB	gproNOG.ENOG410QUC5.meta_raw
strB	gproNOG.ENOG410QR6S.meta_raw
pipC	gproNOG.ENOG410QZKJ.meta_raw
manC	gproNOG.ENOG410QIF2.meta_raw
yccW	gproNOG.ENOG410QJ9U.meta_raw
cheW	gproNOG.ENOG410QQ0H.meta_raw
rpsS	gproNOG.ENOG410QS24.meta_raw
ybfF	gproNOG.ENOG410QM9Z.meta_raw
yibP	gproNOG.ENOG410QINT.meta_raw
stf	gproNOG.ENOG410R15B.meta_raw
tktA	gproNOG.ENOG410QHXA.meta_raw
yhcR	gproNOG.ENOG410QVKB.meta_raw
yajB	gproNOG.ENOG410QIQ8.meta_raw
uxuB	gproNOG.ENOG410QJ0R.meta_raw
usg	gproNOG.ENOG410QI31.meta_raw
vsdF	gproNOG.ENOG410QIZ5.meta_raw
caiE	gproNOG.ENOG410QNG3.meta_raw
group_5526	gproNOG.ENOG410QTZ6.meta_raw
STY4614	gproNOG.ENOG410QTQ9.meta_raw
ybeF	gproNOG.ENOG410QPET.meta_raw
hdpD	gproNOG.ENOG410R3HV.meta_raw
ydiY	gproNOG.ENOG410QIF6.meta_raw
STY2214	gproNOG.ENOG410QQZG.meta_raw
yfcB	gproNOG.ENOG410QJ0E.meta_raw
yibK	gproNOG.ENOG410QQUE.meta_raw
ssaJ	gproNOG.ENOG410QRD1.meta_raw
group_3051	gproNOG.ENOG410R7NN.meta_raw
ppiB	gproNOG.ENOG410QR1C.meta_raw
yajO	gproNOG.ENOG410QKWY.meta_raw
cpxR	gproNOG.ENOG410QK2Q.meta_raw
STY3102	gproNOG.ENOG410QTR7.meta_raw
tas	gproNOG.ENOG410QIHV.meta_raw
STY3676	gproNOG.ENOG410QNKB.meta_raw
gdh	gproNOG.ENOG410QISM.meta_raw
STY0036	gproNOG.ENOG410QNTE.meta_raw
tldD	gproNOG.ENOG410QKAI.meta_raw
basR	gproNOG.ENOG410QJX9.meta_raw
nrdH	gproNOG.ENOG410QUM3.meta_raw
ygiX	gproNOG.ENOG410QKZQ.meta_raw
ybiJ	gproNOG.ENOG410QW97.meta_raw
yfcY	gproNOG.ENOG410QHZJ.meta_raw
nuoK	gproNOG.ENOG410QS5X.meta_raw
yjbQ	gproNOG.ENOG410QR0M.meta_raw
STY3944	gproNOG.ENOG410QKEK.meta_raw
pilM	gproNOG.ENOG410QVWX.meta_raw
hemF	gproNOG.ENOG410QJJP.meta_raw
STY1969	gproNOG.ENOG410QUME.meta_raw
group_7948	gproNOG.ENOG410QWYQ.meta_raw
fusA	gproNOG.ENOG410QHS2.meta_raw
yfhD	gproNOG.ENOG410QIP2.meta_raw
silA	gproNOG.ENOG410QIMY.meta_raw
yihQ	gproNOG.ENOG410QJHY.meta_raw
group_1018	gproNOG.ENOG410QZ0K.meta_raw
stbE	gproNOG.ENOG410QU23.meta_raw
yciR	gproNOG.ENOG410QIJK.meta_raw
oxyR	gproNOG.ENOG410QHQR.meta_raw
htpG	gproNOG.ENOG410QHXH.meta_raw
group_9257	gproNOG.ENOG410RA2D.meta_raw
celC	gproNOG.ENOG410QSTH.meta_raw
ypeC	gproNOG.ENOG410QSIC.meta_raw
ligA	gproNOG.ENOG410QI7B.meta_raw
yehX	gproNOG.ENOG410RAR0.meta_raw
barA	gproNOG.ENOG410QICU.meta_raw
fabI	gproNOG.ENOG410QI42.meta_raw
menE	gproNOG.ENOG410QIXM.meta_raw
STY2587	gproNOG.ENOG410RATD.meta_raw
group_3201	gproNOG.ENOG410QWS8.meta_raw
ytfK	gproNOG.ENOG410QTM5.meta_raw
wcaA	gproNOG.ENOG410QJ9T.meta_raw
fur	gproNOG.ENOG410QS5Z.meta_raw
nrdF	gproNOG.ENOG410QMBM.meta_raw
group_2637	gproNOG.ENOG410QZ71.meta_raw
argB	gproNOG.ENOG410QIP6.meta_raw
yciU	gproNOG.ENOG410QRH8.meta_raw
ygbF	gproNOG.ENOG410QUQ0.meta_raw
ssaD	gproNOG.ENOG410QRK8.meta_raw
tdcC	gproNOG.ENOG410QI8B.meta_raw
csgE	gproNOG.ENOG410QRIU.meta_raw
surE	gproNOG.ENOG410QJ93.meta_raw
tonB	gproNOG.ENOG410QMSD.meta_raw
prfB	gproNOG.ENOG410QHXW.meta_raw
ppsA	gproNOG.ENOG410QJ3A.meta_raw
yejK	gproNOG.ENOG410QISI.meta_raw
ybgC	gproNOG.ENOG410QTN0.meta_raw
glpA	gproNOG.ENOG410RACP.meta_raw
potI	gproNOG.ENOG410QJ94.meta_raw
group_4620	gproNOG.ENOG410QXTM.meta_raw
group_2853	gproNOG.ENOG410QRMD.meta_raw
caiB	gproNOG.ENOG410QK7K.meta_raw
eae	gproNOG.ENOG410QYII.meta_raw
ybaX	gproNOG.ENOG410QJTF.meta_raw
atpE	gproNOG.ENOG410R8KY.meta_raw
group_3047	gproNOG.ENOG410QW6H.meta_raw
cheR	gproNOG.ENOG410QKH8.meta_raw
STY2744	gproNOG.ENOG410R8DX.meta_raw
flgI	gproNOG.ENOG410QI85.meta_raw
lycV	gproNOG.ENOG410QWGI.meta_raw
group_1088	gproNOG.ENOG410QM2X.meta_raw
pduG	gproNOG.ENOG410QNDD.meta_raw
yaiA	gproNOG.ENOG410QVC8.meta_raw
yigI	gproNOG.ENOG410QNQP.meta_raw
ygcY	gproNOG.ENOG410QM4Q.meta_raw
ssrB	gproNOG.ENOG410QQGV.meta_raw
group_423	gproNOG.ENOG410QIB8.meta_raw
fliM	gproNOG.ENOG410QIB1.meta_raw
ybcM	gproNOG.ENOG410QNSK.meta_raw
yieG	gproNOG.ENOG410QIMP.meta_raw
truB	gproNOG.ENOG410QIFX.meta_raw
group_4579	gproNOG.ENOG410R2YY.meta_raw
glgB	gproNOG.ENOG410QKM5.meta_raw
maiA	gproNOG.ENOG410QPXE.meta_raw
group_669	gproNOG.ENOG410QTX3.meta_raw
wecE	gproNOG.ENOG410QKM0.meta_raw
coaA	gproNOG.ENOG410QJ14.meta_raw
yigM	gproNOG.ENOG410QJDD.meta_raw
iagB	gproNOG.ENOG410QUWD.meta_raw
adk	gproNOG.ENOG410QHTA.meta_raw
rluD	gproNOG.ENOG410QHUM.meta_raw
metL	gproNOG.ENOG410R9T8.meta_raw
STY4626	gproNOG.ENOG410QNKB.meta_raw
hfq	gproNOG.ENOG410QTQM.meta_raw
sseD	gproNOG.ENOG410QY10.meta_raw
yjcC	gproNOG.ENOG410QIAP.meta_raw
group_4166	gproNOG.ENOG410QZP3.meta_raw
STY4625	gproNOG.ENOG410QJG3.meta_raw
STY2588	gproNOG.ENOG410QP51.meta_raw
group_280	gproNOG.ENOG410QNW9.meta_raw
parE	gproNOG.ENOG410QIIA.meta_raw
group_1524	gproNOG.ENOG410QJZ1.meta_raw
upp	gproNOG.ENOG410QJGU.meta_raw
STY3678	gproNOG.ENOG410QT2D.meta_raw
wza	gproNOG.ENOG410QIKE.meta_raw
oadA	gproNOG.ENOG410RA2D.meta_raw
group_3112	gproNOG.ENOG410QMA1.meta_raw
metG	gproNOG.ENOG410QI6G.meta_raw
group_2643	gproNOG.ENOG410QJ5S.meta_raw
ydgT	gproNOG.ENOG410QUDA.meta_raw
hypB	gproNOG.ENOG410QKK6.meta_raw
rplE	gproNOG.ENOG410QI23.meta_raw
rna	gproNOG.ENOG410R8GA.meta_raw
pttB	gproNOG.ENOG410QMH9.meta_raw
sodA	gproNOG.ENOG410QJHJ.meta_raw
group_3158	gproNOG.ENOG410QMRH.meta_raw
yjbC	gproNOG.ENOG410QI1B.meta_raw
gp19	gproNOG.ENOG410QWGI.meta_raw
maoC	gproNOG.ENOG410QSTK.meta_raw
ygdL	gproNOG.ENOG410QI20.meta_raw
yliA	gproNOG.ENOG410RB28.meta_raw
udk	gproNOG.ENOG410QI3Z.meta_raw
rtn	gproNOG.ENOG410QMXR.meta_raw
ilvH	gproNOG.ENOG410QK1M.meta_raw
group_1783	gproNOG.ENOG410QIAF.meta_raw
ydeZ	gproNOG.ENOG410QNH3.meta_raw
vgpW	gproNOG.ENOG410QP7U.meta_raw
uhpA	gproNOG.ENOG410QMZK.meta_raw
ylaB	gproNOG.ENOG410QK4M.meta_raw
STY1046	gproNOG.ENOG410QT5P.meta_raw
rpi	gproNOG.ENOG410QJ2G.meta_raw
group_2752	gproNOG.ENOG410QIG5.meta_raw
group_323	gproNOG.ENOG410QMWI.meta_raw
yecM	gproNOG.ENOG410QK6S.meta_raw
STY2353	gproNOG.ENOG410R6CG.meta_raw
group_4788	gproNOG.ENOG410QMS6.meta_raw
yjiY	gproNOG.ENOG410QHWX.meta_raw
pspB	gproNOG.ENOG410QVQ4.meta_raw
rplU	gproNOG.ENOG410QS64.meta_raw
yrbB	gproNOG.ENOG410QUHD.meta_raw
sipD	gproNOG.ENOG410QWHI.meta_raw
phoQ	gproNOG.ENOG410QKPV.meta_raw
regQ	gproNOG.ENOG410QVCP.meta_raw
tnpA_1	gproNOG.ENOG410QN43.meta_raw
mdoC	gproNOG.ENOG410QIMD.meta_raw
HCM1.213c	gproNOG.ENOG410QSG1.meta_raw
pbpC	gproNOG.ENOG410RB2J.meta_raw
group_1317	gproNOG.ENOG410QR0Y.meta_raw
potC	gproNOG.ENOG410QJ94.meta_raw
ycgQ	gproNOG.ENOG410QIEC.meta_raw
group_1879	gproNOG.ENOG410QI44.meta_raw
intR	gproNOG.ENOG410R95N.meta_raw
rfbK	gproNOG.ENOG410QKFQ.meta_raw
yjjK	gproNOG.ENOG410QITU.meta_raw
pyrB	gproNOG.ENOG410QK5P.meta_raw
group_8972	gproNOG.ENOG410QJQ2.meta_raw
group_1169	gproNOG.ENOG410QI2E.meta_raw
deh	gproNOG.ENOG410QI8D.meta_raw
citG	gproNOG.ENOG410QMRJ.meta_raw
pepT	gproNOG.ENOG410QKTI.meta_raw
gatR	gproNOG.ENOG410QMC5.meta_raw
group_2182	gproNOG.ENOG410QIS5.meta_raw
STY4106	gproNOG.ENOG410QRUU.meta_raw
ygbJ	gproNOG.ENOG410QJF9.meta_raw
group_948	gproNOG.ENOG410QMZJ.meta_raw
STY2518	gproNOG.ENOG410RA5V.meta_raw
group_5183	gproNOG.ENOG410QW0C.meta_raw
ftsN	gproNOG.ENOG410QIQ7.meta_raw
group_2430	gproNOG.ENOG410QUXS.meta_raw
cbiF	gproNOG.ENOG410QP6W.meta_raw
ybeM	gproNOG.ENOG410QQBP.meta_raw
rffG	gproNOG.ENOG410QJ0A.meta_raw
STY1413	gproNOG.ENOG410R8XP.meta_raw
pyrC	gproNOG.ENOG410QIPM.meta_raw
rnhA	gproNOG.ENOG410QQZY.meta_raw
slp	gproNOG.ENOG410QIVZ.meta_raw
ptsN	gproNOG.ENOG410QTRC.meta_raw
accA	gproNOG.ENOG410QI0Q.meta_raw
STY1864	gproNOG.ENOG410QK8N.meta_raw
dnaQ	gproNOG.ENOG410RAYI.meta_raw
stkC	gproNOG.ENOG410QIEY.meta_raw
flhC	gproNOG.ENOG410QMDJ.meta_raw
ibpB	gproNOG.ENOG410QQ2A.meta_raw
group_1462	gproNOG.ENOG410R6K0.meta_raw
STY1710	gproNOG.ENOG410QVTI.meta_raw
kpdD	gproNOG.ENOG410QU8A.meta_raw
xapB	gproNOG.ENOG410QMCJ.meta_raw
group_966	gproNOG.ENOG410QIYT.meta_raw
group_1467	gproNOG.ENOG410QZER.meta_raw
eutB	gproNOG.ENOG410QKX0.meta_raw
guaC	gproNOG.ENOG410QITP.meta_raw
group_2882	gproNOG.ENOG410QXG4.meta_raw
ynfI	gproNOG.ENOG410QQUS.meta_raw
group_885	gproNOG.ENOG410QWGH.meta_raw
ccdA	gproNOG.ENOG410QZK3.meta_raw
flgB	gproNOG.ENOG410QQPJ.meta_raw
group_4137	gproNOG.ENOG410R1R5.meta_raw
ygbI	gproNOG.ENOG410QI19.meta_raw
STY1531	gproNOG.ENOG410QWAR.meta_raw
group_2693	gproNOG.ENOG410QKNU.meta_raw
STY4128	gproNOG.ENOG410QKXB.meta_raw
yaeB	gproNOG.ENOG410QJ13.meta_raw
ribA	gproNOG.ENOG410QI8W.meta_raw
yafC	gproNOG.ENOG410QI2A.meta_raw
lpxO	gproNOG.ENOG410QMUX.meta_raw
repC	gproNOG.ENOG410R677.meta_raw
group_4	gproNOG.ENOG410R15B.meta_raw
STY1354	gproNOG.ENOG410QUBR.meta_raw
STY0876	gproNOG.ENOG410QIGV.meta_raw
ywfK	gproNOG.ENOG410QQDD.meta_raw
clpS	gproNOG.ENOG410QU4P.meta_raw
rihC	gproNOG.ENOG410QNJC.meta_raw
ydgF	gproNOG.ENOG410QSQ8.meta_raw
phoE	gproNOG.ENOG410QJFR.meta_raw
yhcH	gproNOG.ENOG410QQAC.meta_raw
yciG	gproNOG.ENOG410QX2I.meta_raw
yebC	gproNOG.ENOG410QHTQ.meta_raw
yqjA	gproNOG.ENOG410QJZ5.meta_raw
yadQ	gproNOG.ENOG410QKGN.meta_raw
group_5547	gproNOG.ENOG410QV9G.meta_raw
murI	gproNOG.ENOG410QJNX.meta_raw
group_3057	gproNOG.ENOG410QR5R.meta_raw
yurL	gproNOG.ENOG410QQX9.meta_raw
ntrC	gproNOG.ENOG410QIDU.meta_raw
yhjK	gproNOG.ENOG410QIJK.meta_raw
group_811	gproNOG.ENOG410QM9W.meta_raw
rpsP	gproNOG.ENOG410QTRY.meta_raw
dinF	gproNOG.ENOG410QJZA.meta_raw
STY1353	gproNOG.ENOG410R4PT.meta_raw
ygiN	gproNOG.ENOG410QUIA.meta_raw
group_4533	gproNOG.ENOG410QK2F.meta_raw
yihX	gproNOG.ENOG410QNAG.meta_raw
ycbY	gproNOG.ENOG410QJ4T.meta_raw
ybgL	gproNOG.ENOG410QM2F.meta_raw
rbsD	gproNOG.ENOG410QS2T.meta_raw
treR	gproNOG.ENOG410QJP0.meta_raw
yrbH	gproNOG.ENOG410QIA5.meta_raw
dppC	gproNOG.ENOG410QKHU.meta_raw
hns	gproNOG.ENOG410QQ17.meta_raw
group_4216	gproNOG.ENOG410R2VT.meta_raw
pspE	gproNOG.ENOG410QVVN.meta_raw
rpmE	gproNOG.ENOG410R8M2.meta_raw
wzxC	gproNOG.ENOG410R7FX.meta_raw
gyrA	gproNOG.ENOG410QINI.meta_raw
STY3802	gproNOG.ENOG410R0E6.meta_raw
ygaT	gproNOG.ENOG410QJXS.meta_raw
STY3233	gproNOG.ENOG410RAZX.meta_raw
gsp	gproNOG.ENOG410QIZ9.meta_raw
cse1	gproNOG.ENOG410QIG7.meta_raw
