"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","Salmonella_enterica_subsp_enterica_serovar_Agona_str_SL483_v1","Salmonella_enterica_subsp_enterica_serovar_Choleraesuis_str_SC-B67_v1","Salmonella_enterica_subsp_enterica_serovar_Dublin_str_CT_02021853_v1","Salmonella_enterica_subsp_enterica_serovar_Enteritidis_str_P125109_v1","Salmonella_enterica_subsp_enterica_serovar_Gallinarum_str_287_91_v1","Salmonella_enterica_subsp_enterica_serovar_Heidelberg_str_SL476_v1","Salmonella_enterica_subsp_enterica_serovar_Newport_str_SL254_v1","Salmonella_enterica_subsp_enterica_serovar_Paratyphi_A_str_ATCC_9150_v1","Salmonella_enterica_subsp_enterica_serovar_Paratyphi_B_str_SPB7_v1","Salmonella_enterica_subsp_enterica_serovar_Paratyphi_C_strain_RKS4594_v1","Salmonella_enterica_subsp_enterica_serovar_Schwarzengrund_str_CVM19633_v1","Salmonella_enterica_subsp_enterica_serovar_Typhi_str_CT18_v1","Salmonella_enterica_subsp_enterica_serovar_Typhimurium_str_LT2_v1"
"rpiR","","Protein rpiR","2","2","1","1","941","69","6","","881","881","881","","AE017220.7731","","","","","","","","CP000857.7359","","",""
"group_4225","","hypothetical protein","2","2","1","1","958","944","1","","212","212","212","","AE017220.7806","","","","","","","","CP000857.7439","","",""
"group_4226","","hypothetical protein","2","2","1","1","1288","944","2","","161","161","161","","AE017220.7808","","","","","","","CP000886.9030___46469","","","",""
"waaL","","hypothetical protein","2","2","1","1","1185","952","1","","1214","1214","1214","","AE017220.7964","","","","","","","","CP000857.7606","","",""
"group_4239","","hypothetical protein","2","2","1","1","1862","110","5","","320","320","320","","AE017220.8243","","","","","","","","CP000857.7880","","",""
"rfe","","putative undecaprenyl-phosphate alpha-N-acetylglucosaminyltransferase","2","2","1","1","1570","946","1","","1103","1103","1103","","AE017220.8387","","","","","","","","CP000857.8100","","",""
"group_4250","","hypothetical protein","2","2","1","1","124","806","6","","164","164","164","","AE017220.9109","","","","","","","","CP000857.8695","","",""
"pttB","","trehalose-specific IIBC component of PTS system","2","2","1","1","159","969","1","","1319","1319","1319","","AE017220.9503","","","","","","","","CP000857.9225","","",""
"mta","","hypothetical protein","2","2","1","1","3824","1","1817","","1271","1271","1271","","AE017220.9592","","","","","","","","CP000857.9308","","",""
"group_4264","yjiW","LexA regulated, putative SOS response","2","2","1","1","3741","8","25","","332","332","332","","AE017220.9657","","","","","","","","CP000857.9373","","",""
"group_4270","smp","Phosphoserine phosphatase","2","2","1","1","3692","989","1","","149","149","149","","AE017220.9764","","","","","","","","CP000857.9472","","",""
"group_4276","","hypothetical protein YeeJ","2","2","1","1","505","1","711","","587","587","587","","AY509003.30","","","","","","","","CP000858.19","","",""
"group_4281","","probable site-specific recombinase","2","2","1","1","519","1","588","","161","161","161","","AY509003.52","","","","","","","","CP000858.45","","",""
"group_4282","","protein YgiW precursor","2","2","1","1","518","1","587","","386","386","386","","AY509003.54","","","","","","","","CP000858.47","","",""
"pefA","","PefA","2","2","1","1","523","1","703","","518","518","518","","AY509003.58","","","","","","","","CP000858.53","","",""
"group_4295","","hypothetical protein","2","2","1","1","567","1","730","","566","566","566","","AY509003.96","","","","","","","","CP000858.108","","",""
"group_4297","","hypothetical protein","2","2","1","1","561","1","736","","479","479","479","","AY509003.104","","","","","","","","CP000858.118","","",""
"pecM","","drug/metabolite transporter","2","2","1","1","5737","1","966","","884","884","884","","AY509004.7","","","","","","","","","CP001125.61","",""
"group_4305","cmlA","chloramphenicol acetyltransferase 2","2","2","1","1","5960","1","1204","","641","641","641","","AY509004.27","","","","","","","","","CP001125.191","",""
"sulI3'","","SulI3'","2","2","1","1","5980","1","1228","","500","500","500","","AY509004.85","","","","","CP000604.318","","","","","",""
"group_4315","","AGR_L_2662p","2","2","1","1","6157","1","1201","","488","488","488","","AY509004.96","","","","","","","","","CP001125.197","",""
"group_4316","","conserved hypothetical protein","2","2","1","1","6158","1","1200","","953","953","953","","AY509004.98","","","","","","","","","CP001125.199","",""
"yusZ","","putative oxidoreductase","2","2","1","1","6204","1","1195","","863","863","863","","AY509004.109","","","","","","","","","CP001125.112","",""
"group_4319","folP","dihydropteroate synthase","2","2","1","1","6206","1","1193","","791","791","791","","AY509004.113","","","","","","","","","CP001125.118","",""
"group_4320","tnpA","transposase, Mutator family","2","2","1","1","6207","1","1192","","683","686","684","","AY509004.115","","","","","","","","","CP001125.120","",""
"qacF","","quaternary ammonium compound-resistance protein QacE","2","2","1","1","6208","1","1191","","332","332","332","","AY509004.118","","","","","","","","","CP001125.122","",""
"cmlA","","chloramphenicol resistance protein","2","2","1","1","6213","1","1184","","1259","1259","1259","","AY509004.123","","","","","","","","","CP001125.126","",""
"group_4323","aadA2","aminoglycoside adenylyltransferase","2","2","1","1","6214","1","1183","","791","803","797","","AY509004.126","","","","","","","","","CP001125.128","",""
"group_4325","","conserved hypothetical protein","2","2","1","1","6216","1","1182","","608","608","608","","AY509004.128","","","","","","","","","CP001125.130","",""
"group_4327","","conserved hypothetical protein","2","2","1","1","5597","1","1175","","491","491","491","","AY509004.141","","","","","CP000604.78","","","","","",""
"group_4330","","conserved hypothetical protein","2","2","1","1","6358","1","1165","","641","641","641","","AY509004.152","","","","","","","","","CP001125.170","",""
"traQ","","TraQ-like protein","2","2","1","1","6245","1","1023","","527","527","527","","AY509004.159","","","","CP001118.180","","","","","","",""
"traP","","TraP","2","2","1","1","6244","1","1022","","704","704","704","","AY509004.161","","","","CP001118.182","","","","","","",""
"traO","","TraO-like protein","2","2","1","1","6243","1","1021","","1289","1289","1289","","AY509004.163","","","","CP001118.184","","","","","","",""
"traN","","TraN-like protein","2","2","1","1","6242","1","1020","","983","983","983","","AY509004.165","","","","CP001118.186","","","","","","",""
"traM","","TraM-like protein","2","2","1","1","6241","1","1019","","692","692","692","","AY509004.167","","","","CP001118.188","","","","","","",""
"traL","","TraL","2","2","1","1","6240","1","1018","","347","347","347","","AY509004.169","","","","CP001118.190","","","","","","",""
"traV","","TraV","2","2","1","1","6236","1","1104","","614","614","614","","AY509004.178","","","","CP001118.170","","","","","","",""
"traW","","lipoprotein","2","2","1","1","6235","1","1105","","1202","1202","1202","","AY509004.180","","","","CP001118.168","","","","","","",""
"exeAB","","surface exclusion protein","2","2","1","1","6232","1","1108","","662","662","662","","AY509004.186","","","","CP001118.162","","","","","","",""
"group_4340","","conserved hypothetical protein","2","2","1","1","6231","1","1109","","209","209","209","","AY509004.188","","","","CP001118.160","","","","","","",""
"pndA","","conserved hypothetical protein","2","2","1","1","5808","1","1112","","251","251","251","","AY509004.194","","","","CP001118.154","","","","","","",""
"group_4344","tnpA","transposase","2","2","1","1","5806","1","1114","","1262","1262","1262","","AY509004.203","","","","","CP000604.185","","","","","",""
"ampC","","CMY-2 beta-lactamase 1","2","2","1","1","5766","1","1102","","1229","1229","1229","","AY509004.206","","","","","CP000604.178","","","","","",""
"blc1","","outer membrane lipoprotein BLC precursor","2","2","1","1","5765","1","1101","","533","533","533","","AY509004.208","","","","","CP000604.176","","","","","",""
"group_4349","sugE","quaternary ammonium compound-resistance protein SugE1","2","2","1","1","5845","1","1100","","440","440","440","","AY509004.210","","","","","CP000604.174","","","","","",""
"trbA","","conjugal transfer protein","2","2","1","1","5844","1","1099","","1208","1208","1208","","AY509004.214","","","","CP001118.150","","","","","","",""
"trbC","","TrbC","2","2","1","1","5842","1","1097","","2291","2291","2291","","AY509004.218","","","","CP001118.146","","","","","","",""
"nikB","","putative relaxase/mobilization nuclease domain protein","2","2","1","1","5841","1","1096","","2699","2699","2699","","AY509004.222","","","","CP001118.144","","","","","","",""
"group_4355","ygeA","conserved hypothetical protein","2","2","1","1","5835","1","1090","","251","251","251","","AY509004.234","","","","CP001118.130","","","","","","",""
"psiA","","psiA protein","2","2","1","1","5822","1","1079","","719","719","719","","AY509004.252","","","","CP001118.108","","","","","","",""
"group_4366","","conserved hypothetical protein","2","2","1","1","5815","1","879","","191","191","191","","AY509004.268","","","","CP001118.97","","","","","","",""
"impC","","ImpC","2","2","1","1","5667","1","896","","248","248","248","","AY509004.291","","","","CP001118.75","","","","","","",""
"impA","","ImpA","2","2","1","1","5698","1","927","","437","437","437","","AY509004.293","","","","CP001118.73","","","","","","",""
"group_4382","","antitoxin of toxin-antitoxin stability system, StbD family","2","2","1","1","5707","1","936","","251","251","251","","AY509004.312","","","","","","","","","CP001125.7","",""
"group_4383","","conserved hypothetical protein","2","2","1","1","5708","1","937","","305","305","305","","AY509004.314","","","","","","","","","CP001125.9","",""
"group_4385","sopB","SopB","2","2","1","1","5711","1","940","","971","971","971","","AY509004.320","","","","","","","","","CP001125.13","",""
"group_4386","repA","DNA replication protein","2","2","1","1","5713","1","941","","1010","1010","1010","","AY509004.322","","","","","","","","","CP001125.17","",""
"group_4388","blc","putative lipoprotein","2","2","1","1","5715","1","942","","344","344","344","","AY509004.326","","","","","","","","","CP001125.19","",""
"mlrA","","putative transcriptional regulator","2","2","1","1","5716","1","943","","725","725","725","","AY509004.328","","","","","","","","","CP001125.21","",""
"yedX","","hydroxyisourate hydrolase","2","2","1","1","5717","1","944","","410","410","410","","AY509004.330","","","","","","","","","CP001125.23","",""
"ybgA","","putative pathogenicity island protein","2","2","1","1","5718","1","945","","959","959","959","","AY509004.332","","","","","","","","","CP001125.25","",""
"group_4392","recF","putative RecF protein","2","2","1","1","5719","1","947","","1088","1088","1088","","AY509004.334","","","","","","","","","CP001125.27","",""
"group_4393","","conserved hypothetical protein","2","2","1","1","5723","1","949","","1073","1073","1073","","AY509004.341","","","","","","","","","CP001125.31","",""
"group_4394","relB","conserved domain protein","2","2","1","1","5725","1","951","","239","239","239","","AY509004.345","","","","","","","","","CP001125.35","",""
"group_4395","relE","hypothetical protein","2","2","1","1","5726","1","952","","287","287","287","","AY509004.347","","","","","","","","","CP001125.37","",""
"group_4397","tnpA","transposase for insertion sequence","2","2","1","1","5728","1","955","","1022","1022","1022","","AY509004.353","","","","","","","","","CP001125.41","",""
"group_4398","","conserved hypothetical protein","2","2","1","1","5729","1","956","","2207","2207","2207","","AY509004.355","","","","","","","","","CP001125.43","",""
"group_4399","","EstP","2","2","1","1","5730","1","957","","2582","2582","2582","","AY509004.357","","","","","","","","","CP001125.45","",""
"group_44","","putative secreted protein","2","2","1","1","3117","66","3","","392","620","506","","","","","","","CP001113.206","","","","","AL513382.222",""
"group_4400","tnpA","integrase core domain protein","2","2","1","1","5732","1","959","","830","833","831","","AY509004.362","","","","","","","","","CP001125.49","",""
"group_4401","tnpA","hypothetical protein A","2","2","1","1","5733","1","960","","263","263","263","","AY509004.365","","","","","","","","","CP001125.52","",""
"int2","","integrase/recombinase","2","2","1","1","5734","1","961","","977","977","977","","AY509004.370","","","","","","","","","CP001125.54","",""
"group_4417","","conserved hypothetical protein","2","2","1","1","681","1","547","","584","584","584","","","CP001143.86","","","","","","","","CP001127.8947","",""
"group_4420","","minor fimbrial subunit","2","2","1","1","678","1","546","","764","764","764","","","CP001143.92","","","","","","","","CP001127.8945","",""
"group_4421","","minor fimbrial subunit","2","2","1","1","668","1","566","","797","797","797","","","CP001143.94","","","","","","","","CP001127.8943","",""
"group_4481","","conserved hypothetical protein","2","2","1","1","3221","2","116","","446","446","446","","","CP001144.617","AM933172.962___1201","","","","","","","","",""
"group_4482","","conserved hypothetical protein","2","2","1","1","3220","2","115","","257","257","257","","","CP001144.619","AM933172.963___1202","","","","","","","","",""
"group_4486","","hypothetical protein","2","2","1","1","7480","1072","1","","161","161","161","","","CP001144.808","","","CP001120.933","","","","","","",""
"group_4504","","replicative DNA helicase","2","2","1","1","7260","1","2616","","1376","1376","1376","","","CP001144.1207","","","CP001120.749","","","","","","",""
